potential,potential_value,force_norm,hvp_max,hvp_mean,grad_q_norm,grad_gamma_norm
sinkhorn,0.23141231190636058,0.1955806383466059,0.36405809322752747,0.18248195749198332,0.1921572184109863,0.03643335708685626
sliced_wasserstein,0.09910500626594287,0.09856356515986638,0.03207344478466783,0.029418339101088094,0.09480494229576596,0.0269592153691407
